Date_Time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,sea_level_pressure_set_1,sea_level_pressure_set_1d
01/08/2022 03:50 AKST,101794.79,-39,7.64,,102155.9
01/08/2022 03:53 AKST,101794.79,-38.9,,102030,None
01/08/2022 03:55 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 04:00 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 04:05 AKST,101794.79,-37,6.22,,102139.31
01/08/2022 04:10 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 04:15 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 04:20 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 04:25 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 04:30 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 04:35 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 04:40 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 04:45 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 04:50 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 04:53 AKST,101760.93,-38.3,,101990,None
01/08/2022 04:55 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 05:00 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:05 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:10 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:15 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 05:20 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:25 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 05:30 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:35 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:40 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 05:45 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:50 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 05:53 AKST,101727.06,-37.8,,101960,None
01/08/2022 05:55 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 06:00 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 06:05 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:10 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:15 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:20 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:25 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:30 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:35 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:40 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:45 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 06:50 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 06:53 AKST,101727.06,-39.4,,101970,None
01/08/2022 06:55 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 07:00 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 07:05 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 07:10 AKST,101693.2,-39,7.64,,102053.95
01/08/2022 07:15 AKST,101693.2,-39,7.64,,102053.95
01/08/2022 07:20 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 07:25 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 07:30 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 07:35 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 07:40 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 07:45 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 07:50 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 07:53 AKST,101727.06,-38.3,,101970,None
01/08/2022 07:55 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:00 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 08:05 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 08:10 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:15 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:20 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 08:25 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:30 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:35 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:40 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:45 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:50 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 08:53 AKST,101727.06,-38.3,,101970,None
01/08/2022 08:55 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 09:00 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 09:05 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 09:10 AKST,101727.06,-38,6.89,,102079.61
01/08/2022 09:15 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 09:20 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 09:25 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 09:30 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 09:35 AKST,101727.06,-39,7.64,,102087.94
01/08/2022 09:40 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 09:45 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 09:50 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 09:53 AKST,101760.93,-38.9,,102000,None
01/08/2022 09:55 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:00 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:05 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 10:10 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:15 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:20 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:25 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:26 AKST,101760.93,-38.9,,,None
01/08/2022 10:30 AKST,101760.93,-39,7.64,,102121.92
01/08/2022 10:35 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 10:40 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 10:45 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 10:50 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 10:53 AKST,101760.93,-37.2,,102010,None
01/08/2022 10:55 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 11:00 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 11:05 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 11:10 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 11:15 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 11:20 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 11:25 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 11:30 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 11:35 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 11:40 AKST,101794.79,-38,6.89,,102147.57
01/08/2022 11:45 AKST,101794.79,-37,6.22,,102139.31
01/08/2022 11:50 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 11:53 AKST,101760.93,-38.3,,102020,None
01/08/2022 11:55 AKST,101760.93,-38,6.89,,102113.58
01/08/2022 12:00 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 12:05 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 12:10 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 12:15 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 12:20 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 12:25 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 12:30 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 12:35 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 12:40 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 12:45 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 12:50 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 12:53 AKST,101760.93,-36.1,,101990,None
01/08/2022 12:55 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:00 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 13:05 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 13:10 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 13:15 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:20 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 13:25 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:30 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:35 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:40 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:43 AKST,101760.93,-36.1,,,None
01/08/2022 13:45 AKST,101760.93,-37,6.22,,102105.32
01/08/2022 13:50 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 13:53 AKST,101760.93,-35.6,,101990,None
01/08/2022 13:55 AKST,101760.93,-36,5.62,,102097.13
01/08/2022 14:00 AKST,101727.06,-36,5.62,,102063.17
01/08/2022 14:05 AKST,101727.06,-36,5.62,,102063.17
01/08/2022 14:10 AKST,101727.06,-36,5.62,,102063.17
01/08/2022 14:15 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 14:20 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 14:25 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 14:30 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 14:35 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 14:40 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 14:45 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 14:50 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 14:53 AKST,101693.2,-36.7,,101950,None
01/08/2022 14:55 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 15:00 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 15:05 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 15:10 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 15:15 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 15:20 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 15:25 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 15:30 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 15:35 AKST,101727.06,-37,6.22,,102071.35
01/08/2022 15:40 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 15:45 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 15:50 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 15:53 AKST,101693.2,-37.2,,101950,None
01/08/2022 15:55 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:00 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:05 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:10 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:15 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:20 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:25 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:30 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:35 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:40 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:45 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:50 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 16:53 AKST,101693.2,-37.8,,101940,None
01/08/2022 16:55 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:00 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:05 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 17:10 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:15 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:20 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 17:25 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 17:30 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:35 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:40 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 17:45 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 17:50 AKST,101693.2,-37,6.22,,102037.37
01/08/2022 17:53 AKST,101693.2,-37.2,,101920,None
01/08/2022 17:55 AKST,101693.2,-38,6.89,,102045.63
01/08/2022 18:00 AKST,101659.34,-38,6.89,,102011.64
01/08/2022 18:05 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:10 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 18:15 AKST,101693.2,-36,5.62,,102029.19
01/08/2022 18:20 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:25 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:30 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:35 AKST,101659.34,-38,6.89,,102011.64
01/08/2022 18:40 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:45 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:50 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 18:53 AKST,101659.34,-36.7,,101910,None
01/08/2022 18:55 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 19:00 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 19:05 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 19:10 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 19:15 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 19:20 AKST,101659.34,-35,5.08,,101987.09
01/08/2022 19:25 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 19:30 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 19:35 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 19:40 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 19:45 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 19:50 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 19:53 AKST,101625.47,-36.1,,101870,None
01/08/2022 19:55 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 20:00 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 20:05 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 20:10 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 20:15 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 20:20 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 20:25 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 20:30 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 20:35 AKST,101625.47,-35,5.08,,101953.12
01/08/2022 20:40 AKST,101625.47,-34,4.6,,101945.08
01/08/2022 20:45 AKST,101625.47,-34,4.6,,101945.08
01/08/2022 20:50 AKST,101625.47,-34,4.6,,101945.08
01/08/2022 20:53 AKST,101625.47,-34.4,,101860,None
01/08/2022 20:55 AKST,101625.47,-34,4.6,,101945.08
01/08/2022 21:00 AKST,101625.47,-35,5.08,,101953.12
01/08/2022 21:05 AKST,101625.47,-35,5.08,,101953.12
01/08/2022 21:10 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 21:15 AKST,101659.34,-37,6.22,,102003.39
01/08/2022 21:20 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 21:25 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 21:30 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 21:35 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 21:40 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 21:45 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 21:50 AKST,101659.34,-35,5.08,,101987.09
01/08/2022 21:53 AKST,101659.34,-35.6,,101890,None
01/08/2022 21:55 AKST,101659.34,-36,5.62,,101995.21
01/08/2022 22:00 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 22:05 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 22:10 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 22:15 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 22:20 AKST,101625.47,-36,5.62,,101961.23
01/08/2022 22:25 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 22:30 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 22:35 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 22:40 AKST,101625.47,-37,6.22,,101969.41
01/08/2022 22:45 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 22:50 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 22:53 AKST,101591.61,-36.1,,101850,None
01/08/2022 22:55 AKST,101591.61,-36,5.62,,101927.26
01/08/2022 23:00 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:05 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:10 AKST,101591.61,-36,5.62,,101927.26
01/08/2022 23:15 AKST,101591.61,-36,5.62,,101927.26
01/08/2022 23:20 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:25 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:30 AKST,101591.61,-36,5.62,,101927.26
01/08/2022 23:35 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:40 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:45 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:50 AKST,101591.61,-37,6.22,,101935.44
01/08/2022 23:53 AKST,101591.61,-37.2,,101840,None
01/08/2022 23:55 AKST,101591.61,-37,6.22,,101935.44
01/09/2022 00:00 AKST,101591.61,-37,6.22,,101935.44
01/09/2022 00:05 AKST,101591.61,-37,6.22,,101935.44
01/09/2022 00:10 AKST,101557.75,-38,6.89,,101909.7
01/09/2022 00:15 AKST,101591.61,-37,6.22,,101935.44
01/09/2022 00:20 AKST,101591.61,-37,6.22,,101935.44
01/09/2022 00:25 AKST,101591.61,-37,6.22,,101935.44
01/09/2022 00:30 AKST,101557.75,-37,6.22,,101901.46
01/09/2022 00:35 AKST,101557.75,-37,6.22,,101901.46
01/09/2022 00:40 AKST,101557.75,-37,6.22,,101901.46
01/09/2022 00:45 AKST,101557.75,-38,6.89,,101909.7
01/09/2022 00:50 AKST,101557.75,-37,6.22,,101901.46
01/09/2022 00:53 AKST,101557.75,-37.2,,101790,None
01/09/2022 00:55 AKST,101557.75,-37,6.22,,101901.46
01/09/2022 01:00 AKST,101557.75,-37,6.22,,101901.46
01/09/2022 01:05 AKST,101523.88,-37,6.22,,101867.47
01/09/2022 01:10 AKST,101523.88,-37,6.22,,101867.47
01/09/2022 01:15 AKST,101523.88,-36,5.62,,101859.3
01/09/2022 01:20 AKST,101523.88,-38,6.89,,101875.72
01/09/2022 01:25 AKST,101523.88,-38,6.89,,101875.72
01/09/2022 01:30 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 01:35 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 01:40 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 01:45 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 01:50 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 01:53 AKST,101490.02,-36.7,,101730,None
01/09/2022 01:55 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 02:00 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 02:05 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 02:10 AKST,101490.02,-38,6.89,,101841.74
01/09/2022 02:15 AKST,101490.02,-38,6.89,,101841.74
01/09/2022 02:20 AKST,101490.02,-38,6.89,,101841.74
01/09/2022 02:25 AKST,101490.02,-38,6.89,,101841.74
01/09/2022 02:30 AKST,101490.02,-38,6.89,,101841.74
01/09/2022 02:35 AKST,101490.02,-37,6.22,,101833.5
01/09/2022 02:40 AKST,101456.16,-37,6.22,,101799.52
01/09/2022 02:45 AKST,101456.16,-37,6.22,,101799.52
01/09/2022 02:50 AKST,101456.16,-37,6.22,,101799.52
01/09/2022 02:53 AKST,101456.16,-37.2,,101710,None
01/09/2022 02:55 AKST,101456.16,-38,6.89,,101807.76
01/09/2022 03:00 AKST,101456.16,-37,6.22,,101799.52
01/09/2022 03:05 AKST,101456.16,-38,6.89,,101807.76
01/09/2022 03:10 AKST,101456.16,-38,6.89,,101807.76
01/09/2022 03:15 AKST,101456.16,-37,6.22,,101799.52
01/09/2022 03:20 AKST,101456.16,-38,6.89,,101807.76
01/09/2022 03:25 AKST,101456.16,-37,6.22,,101799.52
01/09/2022 03:30 AKST,101456.16,-38,6.89,,101807.76
01/09/2022 03:35 AKST,101456.16,-39,7.64,,101816.06
01/09/2022 03:40 AKST,101456.16,-38,6.89,,101807.76
01/09/2022 03:45 AKST,101422.29,-38,6.89,,101773.77
01/09/2022 03:50 AKST,101422.29,-38,6.89,,101773.77
01/09/2022 03:53 AKST,101422.29,-37.8,,101670,None
01/09/2022 03:55 AKST,101422.29,-37,6.22,,101765.54
01/09/2022 04:00 AKST,101422.29,-37,6.22,,101765.54
01/09/2022 04:05 AKST,101422.29,-37,6.22,,101765.54
01/09/2022 04:10 AKST,101422.29,-38,6.89,,101773.77
01/09/2022 04:15 AKST,101422.29,-37,6.22,,101765.54
01/09/2022 04:20 AKST,101422.29,-37,6.22,,101765.54
01/09/2022 04:25 AKST,101388.43,-38,6.89,,101739.8
01/09/2022 04:30 AKST,101388.43,-37,6.22,,101731.57
01/09/2022 04:35 AKST,101422.29,-36,5.62,,101757.38
01/09/2022 04:40 AKST,101388.43,-37,6.22,,101731.57
01/09/2022 04:45 AKST,101388.43,-37,6.22,,101731.57
01/09/2022 04:50 AKST,101388.43,-37,6.22,,101731.57
01/09/2022 04:53 AKST,101388.43,-37.8,,101650,None
01/09/2022 04:55 AKST,101388.43,-38,6.89,,101739.8
01/09/2022 05:00 AKST,101388.43,-38,6.89,,101739.8
01/09/2022 05:05 AKST,101388.43,-38,6.89,,101739.8
01/09/2022 05:10 AKST,101354.56,-38,6.89,,101705.81
01/09/2022 05:15 AKST,101354.56,-38,6.89,,101705.81
01/09/2022 05:20 AKST,101354.56,-38,6.89,,101705.81
01/09/2022 05:25 AKST,101354.56,-38,6.89,,101705.81
01/09/2022 05:30 AKST,101354.56,-39,7.64,,101714.11
01/09/2022 05:35 AKST,101354.56,-38,6.89,,101705.81
01/09/2022 05:40 AKST,101320.7,-38,6.89,,101671.83
01/09/2022 05:45 AKST,101320.7,-38,6.89,,101671.83
01/09/2022 05:50 AKST,101320.7,-37,6.22,,101663.61
01/09/2022 05:53 AKST,101320.7,-37.2,,101560,None
01/09/2022 05:55 AKST,101320.7,-37,6.22,,101663.61
01/09/2022 06:00 AKST,101320.7,-37,6.22,,101663.61
01/09/2022 06:05 AKST,101320.7,-37,6.22,,101663.61
01/09/2022 06:10 AKST,101286.84,-37,6.22,,101629.62
01/09/2022 06:15 AKST,101286.84,-37,6.22,,101629.62
01/09/2022 06:20 AKST,101286.84,-37,6.22,,101629.62
01/09/2022 06:25 AKST,101286.84,-37,6.22,,101629.62
01/09/2022 06:30 AKST,101286.84,-38,6.89,,101637.85
01/09/2022 06:35 AKST,101252.97,-37,6.22,,101595.65
01/09/2022 06:40 AKST,101252.97,-37,6.22,,101595.65
01/09/2022 06:45 AKST,101252.97,-37,6.22,,101595.65
01/09/2022 06:50 AKST,101252.97,-37,6.22,,101595.65
01/09/2022 06:53 AKST,101252.97,-37.2,,101480,None
01/09/2022 06:55 AKST,101252.97,-38,6.89,,101603.87
01/09/2022 07:00 AKST,101219.11,-38,6.89,,101569.89
01/09/2022 07:05 AKST,101219.11,-37,6.22,,101561.67
01/09/2022 07:10 AKST,101219.11,-37,6.22,,101561.67
01/09/2022 07:15 AKST,101185.24,-37,6.22,,101527.69
01/09/2022 07:20 AKST,101185.24,-36,5.62,,101519.55
01/09/2022 07:25 AKST,101185.24,-37,6.22,,101527.69
01/09/2022 07:30 AKST,101185.24,-37,6.22,,101527.69
01/09/2022 07:35 AKST,101185.24,-37,6.22,,101527.69
01/09/2022 07:40 AKST,101185.24,-37,6.22,,101527.69
01/09/2022 07:45 AKST,101185.24,-36,5.62,,101519.55
01/09/2022 07:50 AKST,101185.24,-37,6.22,,101527.69
01/09/2022 07:53 AKST,101151.38,-36.7,,101400,None
01/09/2022 07:55 AKST,101151.38,-37,6.22,,101493.72
01/09/2022 08:00 AKST,101151.38,-37,6.22,,101493.72
01/09/2022 08:05 AKST,101151.38,-37,6.22,,101493.72
01/09/2022 08:10 AKST,101117.52,-36,5.62,,101451.6
01/09/2022 08:15 AKST,101117.52,-36,5.62,,101451.6
01/09/2022 08:20 AKST,101117.52,-36,5.62,,101451.6
01/09/2022 08:25 AKST,101117.52,-37,6.22,,101459.74
01/09/2022 08:30 AKST,101117.52,-37,6.22,,101459.74
01/09/2022 08:35 AKST,101083.65,-37,6.22,,101425.76
01/09/2022 08:40 AKST,101083.65,-36,5.62,,101417.62
01/09/2022 08:45 AKST,101083.65,-34,60.22,,101401.55
01/09/2022 08:50 AKST,101083.65,-33,67.05,,101393.62
01/09/2022 08:53 AKST,101083.65,-33.3,67.05,101290,101395.99
01/09/2022 08:55 AKST,101049.79,-33,67.05,,101359.65
01/09/2022 09:00 AKST,101049.79,-34,73.99,,101367.58
01/09/2022 09:05 AKST,101049.79,-34,73.99,,101367.58
01/09/2022 09:10 AKST,101049.79,-33,74.21,,101359.65
01/09/2022 09:15 AKST,101015.92,-32,74.43,,101317.83
01/09/2022 09:20 AKST,101015.92,-32,82.21,,101317.83
01/09/2022 09:25 AKST,101015.92,-33,74.21,,101325.69
01/09/2022 09:30 AKST,101015.92,-33,67.05,,101325.69
01/09/2022 09:35 AKST,101015.92,-32,67.32,,101317.83
01/09/2022 09:40 AKST,100982.06,-33,74.21,,101291.72
01/09/2022 09:45 AKST,100982.06,-34,73.99,,101299.64
01/09/2022 09:50 AKST,100982.06,-33,67.05,,101291.72
01/09/2022 09:53 AKST,100982.06,-32.2,67.32,101190,101285.43
01/09/2022 09:55 AKST,100948.2,-32,67.32,,101249.89
01/09/2022 10:00 AKST,100948.2,-32,74.43,,101249.89
01/09/2022 10:05 AKST,100948.2,-33,74.21,,101257.75
01/09/2022 10:10 AKST,100948.2,-33,74.21,,101257.75
01/09/2022 10:15 AKST,100948.2,-32,67.32,,101249.89
01/09/2022 10:20 AKST,100914.33,-31,74.64,,101208.15
01/09/2022 10:25 AKST,100914.33,-31,67.58,,101208.15
01/09/2022 10:30 AKST,100914.33,-32,67.32,,101215.93
01/09/2022 10:35 AKST,100880.47,-30,74.85,,101166.46
01/09/2022 10:40 AKST,100880.47,-30,74.85,,101166.46
01/09/2022 10:45 AKST,100880.47,-30,67.83,,101166.46
01/09/2022 10:50 AKST,100846.6,-30,67.83,,101132.5
01/09/2022 10:53 AKST,100846.6,-30,67.83,101070,101132.5
01/09/2022 10:55 AKST,100846.6,-30,74.85,,101132.5
01/09/2022 11:00 AKST,100846.6,-30,74.85,,101132.5
01/09/2022 11:05 AKST,100812.74,-31,74.64,,101106.26
01/09/2022 11:10 AKST,100812.74,-32,67.32,,101114.04
01/09/2022 11:15 AKST,100812.74,-32,67.32,,101114.04
01/09/2022 11:20 AKST,100778.88,-32,67.32,,101080.07
01/09/2022 11:25 AKST,100778.88,-33,67.05,,101087.91
01/09/2022 11:30 AKST,100778.88,-33,74.21,,101087.91
01/09/2022 11:35 AKST,100778.88,-33,67.05,,101087.91
01/09/2022 11:40 AKST,100745.01,-32,67.32,,101046.1
01/09/2022 11:45 AKST,100745.01,-33,67.05,,101053.94
01/09/2022 11:50 AKST,100711.15,-32,67.32,,101012.13
01/09/2022 11:53 AKST,100745.01,-31.7,67.32,100960,101043.76
01/09/2022 11:55 AKST,100711.15,-31,61.12,,101004.36
01/09/2022 12:00 AKST,100711.15,-32,74.43,,101012.13
01/09/2022 12:05 AKST,100711.15,-33,74.21,,101019.97
